,Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),Cloud Cover_clear,Cloud Cover_cloudy,Cloud Cover_overcast,Cloud Cover_partly cloudy,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Location_coastal,Location_inland,Location_mountain,Weather Type
9723,1.1447119367564933,-0.3269803648053653,-0.7719529484236931,-1.643518566073394,0.16011847861614445,1.289390394769998,1.1929458883439517,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3
11073,-1.330647355017189,0.7100341468608643,-0.5549740966366787,0.7003909386086532,-0.4587936020310138,-0.785146344144231,-0.734298731271908,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
8649,0.16608151907852592,1.2038505809876403,-0.6273003805656835,0.5128781782340894,0.23314957492166613,-1.0444634365085097,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
12371,-1.330647355017189,1.1050872941622851,1.470161853375455,1.2004249662741566,-0.417250550871712,-0.785146344144231,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
2595,0.10851502392099842,1.1544689375749628,0.9638778658724216,0.2941132911304317,0.09714238832370174,-0.5258292517799524,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
11980,-0.40958343249674906,0.9075607205115748,1.3978355694464504,0.23160903767224378,0.062479078120719955,-0.5258292517799524,-0.734298731271908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
7054,-0.2944504421816941,0.5618892166228315,-0.12101639306265005,0.887903698983217,-0.24684465949216242,-0.785146344144231,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
6106,0.7417464706538008,-0.42574365163072053,1.3978355694464504,0.16910478421405586,0.17864085811392294,-0.26651215941567374,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
245,0.7417464706538008,-0.4751252950433981,-1.3505632198557314,-1.1122324116787965,0.2850122375154435,-0.5258292517799524,0.4516979577224671,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
5943,-0.40958343249674906,0.759415790273542,0.02363617479535951,0.887903698983217,-0.051830463922706994,-0.26651215941567374,-0.5860491451476112,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
10105,-1.1579478695446066,0.3643626429721211,0.16828874265336907,0.7003909386086532,-0.5175360055811082,-1.0444634365085097,-1.030797903520502,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
9983,0.8568794609688559,0.26559935614676594,-0.19334267699165483,-1.0184760314915147,0.2823661833014747,-0.5258292517799524,0.5999475438467641,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
7840,-0.2944504421816941,0.11745442590873312,0.09596245872436429,-1.1434845384078904,-0.024046894676039238,-0.007195067051395136,0.30344837159817023,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
2817,-0.2944504421816941,0.31498099955944353,-0.4103215287786692,1.3566855999196263,0.29691948147830155,-0.26651215941567374,-0.734298731271908,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2499,-0.2944504421816941,1.00632400733693,0.6022464462273978,1.1691728395450627,-0.2111229276035913,-1.0444634365085097,-0.734298731271908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
8554,0.5114804900236909,-0.0800721477419773,-1.3505632198557314,-1.1434845384078904,0.545913183012707,1.289390394769998,1.0446963022196547,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3
11733,-0.06418446155158407,-2.4010093881378247,-0.5549740966366787,-1.2059887918660785,0.13445175274065532,2.0673416718628337,4.306187196954187,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
10673,0.16608151907852592,0.8087974336862196,-1.0612580841397121,0.9816600791704989,0.03257866550287958,0.7707562100414407,-1.1790474896447989,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
8928,0.8568794609688559,-0.8701784423448189,0.6745727301564025,-1.0184760314915147,0.28712908088661915,-0.007195067051395136,0.30344837159817023,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
7700,1.432544412544131,-0.7714151555194637,-0.9166055162817026,-1.3622494255115483,0.1569432135593825,1.8080245794985552,0.8964467160953579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3
1738,-1.215514364702134,-0.42574365163072053,0.3852675944403834,0.4816260515049955,-0.4569413640812348,-0.785146344144231,-0.4377995590233143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
4236,-1.560913335647299,-0.1788354345673325,-1.0612580841397121,0.5753824316922773,-0.5630481380613588,-1.0444634365085097,-0.4377995590233143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
1308,-1.100381374387079,-0.42574365163072053,0.6022464462273978,1.3879377266487203,-0.4775805869501859,-0.785146344144231,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
4214,0.3963474997086359,-2.104719527661759,-0.9889318002107074,-1.4247536789697361,0.3411085868515692,0.7707562100414407,0.7481971299710609,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3
3035,1.0295789464414384,-0.030690504329299696,-1.133584368068717,-1.4247536789697361,0.4805556439276921,0.25212202531288347,0.8964467160953579,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3
6335,0.7417464706538008,-0.623270225281431,0.31294131051137863,-0.5809462572841992,-0.06744218378511713,-0.26651215941567374,0.30344837159817023,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
8207,0.5114804900236909,0.11745442590873312,0.6745727301564025,-0.33092924345144753,0.31411883386909417,-0.5258292517799524,0.7481971299710609,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
11507,0.6266134803387459,-0.3269803648053653,-0.6996266644946882,-0.9872239047624207,-0.06453152414975477,-0.785146344144231,0.8964467160953579,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
462,-0.06418446155158407,0.018691139083377908,0.529920162298393,-0.33092924345144753,-0.06955902715629275,-0.007195067051395136,0.5999475438467641,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
10536,0.6266134803387459,1.1050872941622851,-0.4103215287786692,1.5754504870232842,0.16488137620128887,0.5114391176771621,1.0446963022196547,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
298,2.353608335064571,0.8581790770988972,0.31294131051137863,1.0129122058995927,-0.07299889763445128,1.289390394769998,-1.030797903520502,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
118,0.7417464706538008,-0.3763620082180429,-0.6273003805656835,-0.01840797616050791,-0.29182758112961976,-0.5258292517799524,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
9821,0.05094852876347092,-0.3763620082180429,-1.2059106519977218,-1.581014312615206,0.19372336713354293,1.0300733024057194,0.4516979577224671,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3
5373,0.4539139948661634,1.4013771546383509,-0.04869010913364527,-0.08091222961869583,-0.028545186839787077,-0.785146344144231,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
5090,0.7993129658113284,0.4137442863847987,1.0362041498014265,0.012844150568586054,0.07703237629754377,-0.26651215941567374,-1.030797903520502,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
7243,0.7417464706538008,-0.1788354345673325,-0.19334267699165483,-1.1122324116787965,0.4202256078492182,1.289390394769998,0.1551987854738733,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3
5114,-1.2730808598596615,1.3519955112256732,-1.2059106519977218,0.6066345584213714,-0.16481697885914803,-0.785146344144231,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
6174,0.2812145093935809,-0.8701784423448189,-1.422889503784736,-0.9872239047624207,0.08470593351805356,-0.5258292517799524,0.006949199349576417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
352,-0.35201693733922157,0.31498099955944353,-1.3505632198557314,-0.6434505107423871,0.013791680583704495,-0.785146344144231,0.7481971299710609,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
8694,0.6266134803387459,-0.7714151555194637,-0.2656689609206596,-1.1747366651369846,0.49696118005429796,1.0300733024057194,0.30344837159817023,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3
12018,0.7993129658113284,-0.0800721477419773,-0.4103215287786692,0.1378526574849619,-0.37094460212726876,-0.785146344144231,-0.5860491451476112,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
9934,0.5690469851812184,1.1544689375749628,0.09596245872436429,1.2004249662741566,-0.194981996898385,-0.785146344144231,-0.5860491451476112,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3662,1.202278431914021,-2.2528644578997916,-1.133584368068717,-1.0809802849497026,0.45065523130985174,0.7707562100414407,0.4516979577224671,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3
10767,-0.23688394702416657,-0.1788354345673325,-0.4103215287786692,0.5128781782340894,0.3384625326376004,-1.0444634365085097,-1.030797903520502,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
12306,0.5690469851812184,1.4507587980510284,-0.2656689609206596,0.856651572254123,-0.008435174813629107,-0.785146344144231,-0.734298731271908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
11462,-0.35201693733922157,-0.7714151555194637,-0.9166055162817026,-1.2372409185951725,0.04527972572992735,-0.5258292517799524,0.006949199349576417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
9332,-0.985248384072024,-0.0800721477419773,0.6022464462273978,-0.04966010288960187,-0.4077247557014262,-1.0444634365085097,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
2365,0.3963474997086359,0.06807278249605551,1.1085304337304311,1.2629292197323445,-0.40163883100929887,-1.0444634365085097,-0.2895499728990174,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6760,-0.870115393756969,0.5125075732101539,0.02363617479535951,0.10660053075586794,-0.3503053792583176,-1.0444634365085097,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
8657,-1.100381374387079,1.4013771546383509,2.121098408736498,0.5753824316922773,-0.3346936593959045,-0.007195067051395136,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
5183,0.8568794609688559,-1.857811310598371,-1.3505632198557314,-1.3622494255115483,0.18737283702001906,1.0300733024057194,0.5999475438467641,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3
4555,-0.23688394702416657,0.9569423639242524,0.02363617479535951,0.6378866851504653,0.19187112918376387,-0.26651215941567374,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1299,-1.1579478695446066,1.3519955112256732,0.8192252980144121,1.2629292197323445,-0.4445049092755836,-0.785146344144231,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
9718,0.7417464706538008,-1.9565745974237263,-0.8442792323526979,-1.674770692802488,0.5154835595520705,0.25212202531288347,0.5999475438467641,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3
8434,-1.2730808598596615,-0.3763620082180429,-0.12101639306265005,0.2628611644013377,-0.5649003760111379,-1.0444634365085097,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
187,-1.445780345332244,0.6112708600355091,1.3978355694464504,0.3878696713177136,-0.2894461323370506,-1.0444634365085097,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
5530,0.8568794609688559,-2.351627744725147,-0.6273003805656835,-1.2997451720533604,0.6004218998204502,0.25212202531288347,0.7481971299710609,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
773,-1.1579478695446066,0.7100341468608643,1.3255092855174455,0.9816600791704989,-0.6260242283538014,0.7707562100414407,-0.4377995590233143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
5274,-1.1579478695446066,1.2038505809876403,0.6022464462273978,0.2941132911304317,-0.23837728600746289,-1.0444634365085097,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
5738,1.4901109077016583,-1.8084296671856934,-0.48264781270767393,-0.08091222961869583,-1.1266576856365842,-0.5258292517799524,2.23069299121403,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
6264,-1.100381374387079,1.500140441463706,0.8192252980144121,0.9816600791704989,-0.6141169843909464,-1.0444634365085097,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
10459,0.3963474997086359,-0.2775987213926877,-0.6273003805656835,-1.1434845384078904,0.05083643957925849,-0.007195067051395136,0.30344837159817023,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
4610,0.4539139948661634,-0.8207967989321413,-0.19334267699165483,-1.2059887918660785,0.3421670085371555,-0.785146344144231,1.0446963022196547,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
4755,-0.46714992765427654,0.5125075732101539,0.9638778658724216,1.4816941068360023,-0.4048140960660608,1.8080245794985552,-1.4755466618933926,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1765,0.8568794609688559,-0.5738885818687534,-0.9889318002107074,-1.643518566073394,0.4223424512203938,1.289390394769998,0.5999475438467641,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3
2876,-1.100381374387079,-0.2775987213926877,-0.9166055162817026,1.0441643326286867,-0.26086874682619304,-1.0444634365085097,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
12486,0.2236480142360534,1.1050872941622851,1.9041195569494838,1.1066685860868748,0.20298455688242917,0.25212202531288347,-0.734298731271908,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2539,0.7417464706538008,-0.1788354345673325,0.24061502658237385,0.1378526574849619,0.004001279992022088,-0.26651215941567374,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
11871,0.5690469851812184,0.26559935614676594,-0.48264781270767393,1.4191898533778142,-0.363271044906762,-0.5258292517799524,-0.14130038677472048,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
5653,1.7203768883317683,-2.104719527661759,-1.2059106519977218,-0.23717286326416565,3.991075769599286,0.7707562100414407,-1.1790474896447989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
4111,0.2236480142360534,-1.5121398067096279,-0.7719529484236931,-1.487257932427924,0.3987925687160773,1.289390394769998,1.3411954744682486,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
5384,-1.215514364702134,-0.3269803648053653,1.2531830015884406,-0.04966010288960187,-0.3471301142015557,-0.785146344144231,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
11810,-1.445780345332244,1.00632400733693,-0.04869010913364527,1.3879377266487203,-0.20530160833286057,-1.0444634365085097,-0.734298731271908,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
530,0.10851502392099842,1.9445752321778045,1.180856717659436,1.3254334731905324,-0.35242222262949324,1.289390394769998,-1.1790474896447989,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1796,-1.1579478695446066,-0.3269803648053653,1.2531830015884406,0.1378526574849619,-0.1976280511123538,-1.0444634365085097,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
2860,0.7993129658113284,-0.4751252950433981,-1.2782369359267265,-0.2996771167223536,0.1990154755614775,-0.785146344144231,0.7481971299710609,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
4934,-1.6184798308048265,-1.2652315896462398,0.02363617479535951,-1.0497281582206086,4.844957464446819,2.3266587642271124,1.4894450605925453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
3488,0.16608151907852592,0.26559935614676594,-1.3505632198557314,-0.45593775036782336,0.3000947465350635,-0.26651215941567374,0.4516979577224671,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
4603,0.5690469851812184,0.5125075732101539,1.180856717659436,0.5128781782340894,-0.23043912336555952,-1.0444634365085097,-0.734298731271908,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
4284,1.3749779173866032,-1.2158499462335621,0.02363617479535951,-1.1747366651369846,0.4149334994212806,1.0300733024057194,1.0446963022196547,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3
8375,0.6266134803387459,-1.363994876471595,-0.48264781270767393,-1.2997451720533604,0.3670399181484579,0.25212202531288347,0.30344837159817023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3
6778,0.6841799754962734,-0.2775987213926877,-0.33799524484966437,-1.3935015522406422,0.3678337344126476,1.0300733024057194,0.30344837159817023,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3
11616,-1.1579478695446066,0.5125075732101539,0.9638778658724216,0.6378866851504653,-0.5725739332316446,-0.785146344144231,-1.030797903520502,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
3459,-0.12175095670911157,-1.8084296671856934,-1.422889503784736,0.856651572254123,-1.4862564533148583,-0.785146344144231,0.1551987854738733,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3
4004,1.0295789464414384,1.4013771546383509,1.831793273020479,1.3879377266487203,0.42763455964832836,2.0673416718628337,-0.2895499728990174,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3
3265,0.3963474997086359,-2.005956240836404,-0.6273003805656835,-1.5497621858861121,0.4117582343645187,0.7707562100414407,1.0446963022196547,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
2640,0.6841799754962734,1.7964303019397716,3.2783189516005744,0.887903698983217,0.33052436999569706,1.8080245794985552,-1.3272970757690956,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
7044,-1.215514364702134,1.0557056507496076,-0.5549740966366787,1.2629292197323445,-0.4209550267712671,-1.0444634365085097,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
9081,-1.560913335647299,-0.3269803648053653,1.3978355694464504,0.2941132911304317,-0.2854770510160959,-1.0444634365085097,-0.5860491451476112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
4114,0.10851502392099842,0.7100341468608643,0.8192252980144121,0.887903698983217,0.31067896339093565,-1.0444634365085097,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
9129,-0.9276818889144965,1.00632400733693,-0.19334267699165483,0.5753824316922773,-0.44979701770352115,-1.0444634365085097,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
8330,2.008209364119406,1.4507587980510284,0.9638778658724216,1.1066685860868748,0.07332790039798867,-0.5258292517799524,0.4516979577224671,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11393,1.3174114222290758,-1.857811310598371,-0.5549740966366787,-1.1434845384078904,0.13630399069043136,1.0300733024057194,0.4516979577224671,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
12336,1.8355098786468234,1.3519955112256732,0.6022464462273978,1.3879377266487203,0.4514490475740415,-0.26651215941567374,0.7481971299710609,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3
9,0.5114804900236909,0.26559935614676594,-0.19334267699165483,1.669206867210566,0.15906005693055814,1.0300733024057194,0.5999475438467641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3
10523,1.0295789464414384,1.6482853717017387,2.0487721248074933,0.9504079524414049,0.3559264904497926,-0.26651215941567374,0.1551987854738733,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
11614,-1.330647355017189,0.7100341468608643,0.02363617479535951,-0.01840797616050791,-0.5995636862141196,-1.0444634365085097,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
10240,-0.12175095670911157,-0.1294537911546549,-1.2059106519977218,-0.799711144387857,2.4748867049955168,1.289390394769998,3.861438438581296,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3
11937,0.6841799754962734,-0.1294537911546549,-1.2782369359267265,-1.0497281582206086,0.3485175386506794,-0.007195067051395136,0.4516979577224671,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
4293,-0.23688394702416657,0.018691139083377908,0.09596245872436429,-1.0184760314915147,0.07703237629754377,-0.785146344144231,0.4516979577224671,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
13013,0.8568794609688559,-2.005956240836404,0.6745727301564025,1.3566855999196263,4.692015530879459,2.585975856591391,3.861438438581296,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
7626,0.3963474997086359,1.3026138678129955,0.6022464462273978,-0.08091222961869583,-0.23970031311444878,-0.785146344144231,-0.5860491451476112,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
5655,-0.9276818889144965,-0.2775987213926877,1.0362041498014265,0.4503739247759015,-0.23890649685025603,-0.785146344144231,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
1063,0.6266134803387459,0.9569423639242524,0.31294131051137863,0.9504079524414049,0.0021490420422460425,-0.785146344144231,-1.030797903520502,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
12791,-0.35201693733922157,1.3026138678129955,0.16828874265336907,0.5128781782340894,0.14159609911836896,2.0673416718628337,-0.14130038677472048,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
1546,-0.06418446155158407,-0.22821707798001012,1.3978355694464504,1.3879377266487203,-0.06823600004930987,-0.785146344144231,-0.5860491451476112,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
9242,1.0871454415989659,-1.5121398067096279,-0.4103215287786692,-1.674770692802488,0.3040638278560152,1.8080245794985552,0.8964467160953579,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
1286,0.6266134803387459,1.00632400733693,1.3255092855174455,1.0129122058995927,0.10852042144376663,-1.0444634365085097,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
11818,0.16608151907852592,0.6112708600355091,-0.33799524484966437,0.7316430653377471,-0.21059371676079813,-0.5258292517799524,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
